test_ID,test_file,success_on_attempt_#
090,Dafny-Exercises_tmp_tmpjm75muf__Session3Exercises_ExerciseMaximum_no_hints.dfy,2
091,Dafny-Exercises_tmp_tmpjm75muf__Session4Exercises_ExerciseAllEqual_no_hints.dfy,failed
092,Dafny-Exercises_tmp_tmpjm75muf__Session4Exercises_ExerciseContained_no_hints.dfy,failed
093,Dafny-Exercises_tmp_tmpjm75muf__Session4Exercises_ExerciseFirstNegative_no_hints.dfy,failed
094,Dafny-Exercises_tmp_tmpjm75muf__Session4Exercises_ExercisefirstZero_no_hints.dfy,1
095,Dafny-Exercises_tmp_tmpjm75muf__Session5Exercises_ExerciseSumElems_no_hints.dfy,failed
096,Dafny-Exercises_tmp_tmpjm75muf__Session6Exercises_ExerciseCountEven_no_hints.dfy,2
097,Dafny-Exercises_tmp_tmpjm75muf__Session6Exercises_ExerciseCountMin_no_hints.dfy,2
098,Dafny-Exercises_tmp_tmpjm75muf__Session6Exercises_ExercisePeekSum_no_hints.dfy,failed
099,Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseBinarySearch_no_hints.dfy,failed
100,Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseBubbleSort_no_hints.dfy,failed
101,Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseReplace_no_hints.dfy,5
102,Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseSelSort_no_hints.dfy,failed
103,Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseSeparate_no_hints.dfy,1
104,Dafny-Exercises_tmp_tmpjm75muf__Session8Exercises_ExerciseInsertionSort_no_hints.dfy,failed
105,Dafny-Exercises_tmp_tmpjm75muf__Session9Exercises_ExerciseSeqMaxSum_no_hints.dfy,failed
106,Dafny-Grind75_tmp_tmpsxfz3i4r_problems_twoSum_no_hints.dfy,failed
107,Dafny-Practice_tmp_tmphnmt4ovh_BST_no_hints.dfy,failed
108,Dafny-Practice_tmp_tmphnmt4ovh_Pattern Matching_no_hints.dfy,failed
109,Dafny-Projects_tmp_tmph399drhy_p2_arraySplit_no_hints.dfy,failed
110,Dafny-VMC_tmp_tmpzgqv0i1u_src_Math_Exponential_no_hints.dfy,failed
111,Dafny-VMC_tmp_tmpzgqv0i1u_src_Math_Helper_no_hints.dfy,failed
112,Dafny-demo_tmp_tmpkgr_dvdi_Dafny_BinarySearch_no_hints.dfy,1
113,Dafny-experiences_tmp_tmp150sm9qy_dafny_started_tutorial_dafny_tutorial_array_no_hints.dfy,1
114,Dafny-programs_tmp_tmpnso9eu7u_Algorithms + sorting_bubble-sort_no_hints.dfy,failed
115,DafnyExercises_tmp_tmpd6qyevja_Part1_Q1_no_hints.dfy,1
116,DafnyExercises_tmp_tmpd6qyevja_QuickExercises_testing2_no_hints.dfy,0
117,DafnyPrograms_tmp_tmp74_f9k_c_automaton_no_hints.dfy,failed
118,DafnyPrograms_tmp_tmp74_f9k_c_invertarray_no_hints.dfy,1
119,DafnyPrograms_tmp_tmp74_f9k_c_map-multiset-implementation_no_hints.dfy,failed
120,DafnyPrograms_tmp_tmp74_f9k_c_prime-database_no_hints.dfy,1
121,DafnyProjects_tmp_tmp2acw_s4s_CombNK_no_hints.dfy,failed
122,DafnyProjects_tmp_tmp2acw_s4s_Graph_no_hints.dfy,0
123,DafnyProjects_tmp_tmp2acw_s4s_Power_no_hints.dfy,0
124,DafnyProjects_tmp_tmp2acw_s4s_RawSort_no_hints.dfy,failed
125,DafnyProjects_tmp_tmp2acw_s4s_findMax_no_hints.dfy,1
126,DafnyProjects_tmp_tmp2acw_s4s_longestPrefix_no_hints.dfy,1
127,DafnyProjects_tmp_tmp2acw_s4s_partitionOddEven_no_hints.dfy,1
128,DafnyProjects_tmp_tmp2acw_s4s_sqrt_no_hints.dfy,failed
129,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_A2_Q1_trimmed copy - 副本_no_hints.dfy,failed
130,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_MaxSum_no_hints.dfy,0
131,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_Week4__LinearSearch_no_hints.dfy,1
132,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_week4_tute_ex4_no_hints.dfy,failed
133,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_week5_ComputePower_no_hints.dfy,1
134,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_a3 copy 2_no_hints.dfy,failed
135,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_a3_search_findPositionOfIndex_no_hints.dfy,2
136,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week10_BoundedQueue_01_no_hints.dfy,failed
137,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week10_ExtensibleArray_no_hints.dfy,failed
138,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week8_CheckSumCalculator_no_hints.dfy,failed
139,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week8_CoffeeMaker2_no_hints.dfy,0
140,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week9_lemma_no_hints.dfy,0
141,Dafny_ProgrammingLanguages_tmp_tmp82_e0kji_ExtraCredit_no_hints.dfy,0
142,Dafny_Programs_tmp_tmp99966ew4_binary_search_no_hints.dfy,1
143,Dafny_Programs_tmp_tmp99966ew4_lemma_no_hints.dfy,failed
144,Dafny_Programs_tmp_tmp99966ew4_mymax_no_hints.dfy,0
145,Dafny_Programs_tmp_tmp99966ew4_trig_no_hints.dfy,1
146,Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples_no_hints.dfy,failed
147,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower_no_hints.dfy,2
148,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix_no_hints.dfy,failed
149,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube_no_hints.dfy,1
150,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray_no_hints.dfy,1
151,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix_no_hints.dfy,failed
152,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_RotateRight_no_hints.dfy,failed
153,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_28_no_hints.dfy,1
154,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_37_no_hints.dfy,2
155,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_38_no_hints.dfy,1
156,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_41_no_hints.dfy,1
157,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_BinarySearch_no_hints.dfy,1
158,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_SumArray_no_hints.dfy,1
159,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_error_data_completion_06_n_no_hints.dfy,0
160,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_error_data_completion_07_no_hints.dfy,1
161,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_error_data_completion_11_no_hints.dfy,1
162,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_normal_data_completion_MaxPerdV2_no_hints.dfy,1
163,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_15_no_hints.dfy,1
164,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_ComputePower_no_hints.dfy,1
165,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_Count_no_hints.dfy,1
166,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_LinearSearch_no_hints.dfy,1
167,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_Minimum_no_hints.dfy,failed
168,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_Mult_no_hints.dfy,1
169,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_rand_no_hints.dfy,1
170,Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Function_no_hints.dfy,0
171,Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints.dfy,0
172,Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Index_no_hints.dfy,0
173,Dafny_Verify_tmp_tmphq7j0row_Test_Cases_LoopInvariant_no_hints.dfy,1
174,Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints.dfy,0
175,Dafny_Verify_tmp_tmphq7j0row_Test_Cases_solved_1_select_no_hints.dfy,1
176,Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_01_no_hints.dfy,0
177,Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_06_n_no_hints.dfy,0
178,Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_07_no_hints.dfy,1
179,Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_11_no_hints.dfy,1
180,Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_15_no_hints.dfy,1
181,Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_23_x_no_hints.dfy,0
182,Dafny_Verify_tmp_tmphq7j0row_dataset_bql_exampls_Min_no_hints.dfy,1
183,Dafny_Verify_tmp_tmphq7j0row_dataset_bql_exampls_SmallNum_no_hints.dfy,1
184,Dafny_Verify_tmp_tmphq7j0row_dataset_bql_exampls_Square_no_hints.dfy,1
185,Dafny_Verify_tmp_tmphq7j0row_dataset_detailed_examples_SelectionSort_no_hints.dfy,3
186,Dafny_Verify_tmp_tmphq7j0row_dataset_error_data_real_error_IsEven_success_1_no_hints.dfy,1
187,Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 1_LinearSearch_no_hints.dfy,2
188,Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 2_BinarySearchDec_no_hints.dfy,failed
189,Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 3_InsertionSortMultiset_no_hints.dfy,failed
190,Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 3_SelectionSortMultiset_no_hints.dfy,failed
191,Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 8_H8_no_hints.dfy,1
192,Dafny_tmp_tmp0wu8wmfr_tests_F1a_no_hints.dfy,0
193,Dafny_tmp_tmp0wu8wmfr_tests_InsertionSortSeq_no_hints.dfy,failed
194,Dafny_tmp_tmp0wu8wmfr_tests_Search1000_no_hints.dfy,failed
195,Dafny_tmp_tmp0wu8wmfr_tests_SumIntsLoop_no_hints.dfy,failed
196,Dafny_tmp_tmpj88zq5zt_2-Kontrakte_max_no_hints.dfy,0
197,Dafny_tmp_tmpj88zq5zt_2-Kontrakte_reverse3_no_hints.dfy,0
198,Dafny_tmp_tmpmvs2dmry_SlowMax_no_hints.dfy,1
199,Dafny_tmp_tmpmvs2dmry_examples1_no_hints.dfy,failed
200,Dafny_tmp_tmpmvs2dmry_examples2_no_hints.dfy,2
201,Dafny_tmp_tmpmvs2dmry_pancakesort_findmax_no_hints.dfy,3
202,Dafny_tmp_tmpmvs2dmry_pancakesort_flip_no_hints.dfy,failed
203,Dafny_tmp_tmpv_d3qi10_2_min_no_hints.dfy,failed
204,Dafny_tmp_tmpv_d3qi10_3_cumsum_no_hints.dfy,1
205,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab10_Lab10_no_hints.dfy,failed
206,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab1_Lab1_no_hints.dfy,failed
207,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab2_Lab2_no_hints.dfy,2
208,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab3_Lab3_no_hints.dfy,0
209,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Exercise3_Increment_Array_no_hints.dfy,1
210,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Exercise4_Find_Max_no_hints.dfy,failed
211,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Exercise6_Binary_Search_no_hints.dfy,1
212,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Insertion_Sort_Normal_no_hints.dfy,5
213,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Insertion_Sorted_Standard_no_hints.dfy,failed
214,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Merge_Sort_no_hints.dfy,failed
215,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Quick_Sort_no_hints.dfy,failed
216,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Selection_Sort_Standard_no_hints.dfy,1
217,Final-Project-Dafny_tmp_tmpmcywuqox_Final_Project_3_no_hints.dfy,1
218,FlexWeek_tmp_tmpc_tfdj_3_ex2_no_hints.dfy,failed
219,FlexWeek_tmp_tmpc_tfdj_3_ex3_no_hints.dfy,failed
220,FlexWeek_tmp_tmpc_tfdj_3_ex4_no_hints.dfy,failed
221,FlexWeek_tmp_tmpc_tfdj_3_reverse_no_hints.dfy,failed
222,Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints.dfy,0
223,Formal-Methods-Project_tmp_tmphh2ar2xv_Factorial_no_hints.dfy,failed
224,Formal-Verification-Project_tmp_tmp9gmwsmyp_strings3_no_hints.dfy,failed
225,Formal-Verification_tmp_tmpuyt21wjt_Dafny_strings1_no_hints.dfy,failed
226,Formal-Verification_tmp_tmpuyt21wjt_Dafny_strings3_no_hints.dfy,failed
227,Formal-methods-of-software-development_tmp_tmppryvbyty_Bloque 1_Lab3_no_hints.dfy,failed
228,Formal-methods-of-software-development_tmp_tmppryvbyty_Bloque 2_Lab6_no_hints.dfy,failed
229,Formal-methods-of-software-development_tmp_tmppryvbyty_Examenes_Beni_Heusel-Benedikt-Ass-1_no_hints.dfy,failed
230,FormalMethods_tmp_tmpvda2r3_o_dafny_Invariants_ex1_no_hints.dfy,4
231,FormalMethods_tmp_tmpvda2r3_o_dafny_Invariants_ex2_no_hints.dfy,1
232,Formal_Verification_With_Dafny_tmp_tmp5j79rq48_Counter_no_hints.dfy,0
233,Formal_Verification_With_Dafny_tmp_tmp5j79rq48_LimitedStack_no_hints.dfy,failed
234,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Binary Search_binary_search_no_hints.dfy,1
235,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Largest Sum_largest_sum_no_hints.dfy,failed
236,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Sort Array_sort_array_no_hints.dfy,failed
237,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Two Sum_two_sum_no_hints.dfy,failed
238,Invoker_tmp_tmpypx0gs8x_dafny_abstract-interpreter_SimpleVerifier_no_hints.dfy,failed
239,M2_tmp_tmp2laaavvl_Software Verification_Exercices_Exo4-CountAndReturn_no_hints.dfy,1
240,M2_tmp_tmp2laaavvl_Software Verification_Exercices_Exo7-ComputeSum_no_hints.dfy,1
241,M2_tmp_tmp2laaavvl_Software Verification_Exercices_Exo9-Carre_no_hints.dfy,1
242,MFDS_tmp_tmpvvr5y1t9_Assignments_Ass-1-2020-21-Sol-eGela_no_hints.dfy,failed
243,MFES_2021_tmp_tmpuljn8zd9_Exams_Special_Exam_03_2020_4_CatalanNumbers_no_hints.dfy,8
244,MFES_2021_tmp_tmpuljn8zd9_FCUL_Exercises_10_find_no_hints.dfy,1
245,MFES_2021_tmp_tmpuljn8zd9_FCUL_Exercises_8_sum_no_hints.dfy,2
246,MFES_2021_tmp_tmpuljn8zd9_PracticalClasses_TP3_2_Insertion_Sort_no_hints.dfy,failed
247,MFES_2021_tmp_tmpuljn8zd9_TheoreticalClasses_Power_no_hints.dfy,failed
248,MFS_tmp_tmpmmnu354t_Praticas_TP9_Power_no_hints.dfy,failed
249,MFS_tmp_tmpmmnu354t_Testes anteriores_T2_ex5_2020_2_no_hints.dfy,1
250,MIEIC_mfes_tmp_tmpq3ho7nve_TP3_binary_search_no_hints.dfy,failed
251,MIEIC_mfes_tmp_tmpq3ho7nve_exams_appeal_20_p4_no_hints.dfy,1
252,MIEIC_mfes_tmp_tmpq3ho7nve_exams_mt2_19_p4_no_hints.dfy,1
253,MIEIC_mfes_tmp_tmpq3ho7nve_exams_mt2_19_p5_no_hints.dfy,failed
254,MIEIC_mfes_tmp_tmpq3ho7nve_exams_special_20_p5_no_hints.dfy,1
255,Metodos_Formais_tmp_tmpbez22nnn_Aula_2_ex1_no_hints.dfy,1
256,Metodos_Formais_tmp_tmpbez22nnn_Aula_2_ex2_no_hints.dfy,1
257,Metodos_Formais_tmp_tmpbez22nnn_Aula_4_ex1_no_hints.dfy,2
258,Metodos_Formais_tmp_tmpbez22nnn_Aula_4_ex3_no_hints.dfy,1
259,Metodos_Formais_tmp_tmpql2hwcsh_Arrays_explicacao_no_hints.dfy,1
260,Metodos_Formais_tmp_tmpql2hwcsh_Arrays_somatorioArray_no_hints.dfy,failed
261,Metodos_Formais_tmp_tmpql2hwcsh_Invariantes_fatorial2_no_hints.dfy,1
262,Metodos_Formais_tmp_tmpql2hwcsh_Invariantes_fibonacci_no_hints.dfy,1
263,Metodos_Formais_tmp_tmpql2hwcsh_Invariantes_multiplicador_no_hints.dfy,3
264,Metodos_Formais_tmp_tmpql2hwcsh_Invariantes_potencia_no_hints.dfy,1
265,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_mod2_no_hints.dfy,1
266,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_mod_no_hints.dfy,1
267,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_pow_no_hints.dfy,1
268,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_sum_no_hints.dfy,1
269,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p2_no_hints.dfy,0
270,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints.dfy,0
271,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p5_no_hints.dfy,failed
272,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p6_no_hints.dfy,1
273,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_ArrayMap_no_hints.dfy,1
274,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_EvenPredicate_no_hints.dfy,0
275,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_GenericMax_no_hints.dfy,failed
276,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_InsertionSort_no_hints.dfy,failed
277,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_MatrixMultiplication_no_hints.dfy,failed
278,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_Modules_no_hints.dfy,0
279,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_OneHundredPrisonersAndALightbulb_no_hints.dfy,failed
280,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_Percentile_no_hints.dfy,failed
281,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_Refinement_no_hints.dfy,0
282,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_ReverseString_no_hints.dfy,1
283,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_demo_no_hints.dfy,failed
284,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_ProgramProofs_ch15_no_hints.dfy,failed
285,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_examples_bubblesort_no_hints.dfy,failed
286,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_examples_relativeOrder_no_hints.dfy,failed
287,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_examples_simpleMultiplication_no_hints.dfy,1
288,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_heap2_no_hints.dfy,0
289,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_BoatsToSavePeople_no_hints.dfy,failed
290,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_FindPivotIndex_no_hints.dfy,failed
291,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_ReverseLinkedList_no_hints.dfy,failed
292,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_lc-remove-element_no_hints.dfy,failed
293,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_pathSum_no_hints.dfy,failed
294,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_stairClimbing_no_hints.dfy,failed
295,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_validAnagram_no_hints.dfy,failed
296,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_lib_seq_no_hints.dfy,failed
297,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_math_pearson_no_hints.dfy,0
298,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_BubbleSort_no_hints.dfy,failed
299,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_BubbleSort_sol_no_hints.dfy,failed
300,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_add_by_one_details_no_hints.dfy,0
301,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_add_by_one_no_hints.dfy,failed
302,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_find_max_no_hints.dfy,1
303,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_product_details_no_hints.dfy,0
304,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_sumto_sol_no_hints.dfy,failed
305,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny0_GhostITECompilation_no_hints.dfy,3
306,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny0_ModulePrint_no_hints.dfy,0
