test_ID,test_file,has_requires,has_ensures,#_char,#_hint_char,#_lemma,#_function,#_method,verifies_without_hints
018,CVS-handout1_tmp_tmptm52no3k_1_no_hints.dfy,True,True,1707,0,1,1,3,False
019,CVS-handout1_tmp_tmptm52no3k_2_no_hints.dfy,True,True,1207,0,0,2,2,False
020,Clover_abs_no_hints.dfy,False,True,146,0,0,0,1,True
021,Clover_all_digits_no_hints.dfy,False,True,236,0,0,0,1,False
022,Clover_array_append_no_hints.dfy,False,True,214,0,0,0,1,False
023,Clover_array_concat_no_hints.dfy,False,True,377,0,0,0,1,False
024,Clover_array_copy_no_hints.dfy,False,True,238,0,0,0,1,False
025,Clover_array_product_no_hints.dfy,True,True,294,0,0,0,1,False
026,Clover_array_sum_no_hints.dfy,True,True,290,0,0,0,1,False
027,Clover_avg_no_hints.dfy,False,True,102,0,0,0,1,True
028,Clover_below_zero_no_hints.dfy,False,True,662,0,0,0,1,False
029,Clover_binary_search_no_hints.dfy,True,True,491,0,0,0,1,False
030,Clover_bubble_sort_no_hints.dfy,False,True,372,0,0,0,1,False
031,Clover_cal_ans_no_hints.dfy,False,True,153,0,0,0,1,False
032,Clover_cal_sum_no_hints.dfy,True,True,166,0,0,0,1,False
033,Clover_canyon_search_no_hints.dfy,True,True,727,0,0,0,1,False
034,Clover_compare_no_hints.dfy,False,True,164,0,0,0,1,True
035,Clover_convert_map_key_no_hints.dfy,True,True,312,0,0,0,1,True
036,Clover_copy_part_no_hints.dfy,True,True,611,0,0,0,1,False
037,Clover_count_lessthan_no_hints.dfy,False,True,392,0,0,0,1,False
038,Clover_double_array_elements_no_hints.dfy,False,True,210,0,0,0,1,False
039,Clover_double_quadruple_no_hints.dfy,False,True,123,0,0,0,1,True
040,Clover_even_list_no_hints.dfy,True,True,785,0,0,0,1,False
041,Clover_find_no_hints.dfy,False,True,402,0,0,0,1,False
042,Clover_has_close_elements_no_hints.dfy,True,True,909,0,0,0,1,False
043,Clover_insert_no_hints.dfy,True,True,557,0,0,0,1,False
044,Clover_integer_square_root_no_hints.dfy,False,True,129,0,0,0,1,False
045,Clover_is_even_no_hints.dfy,False,True,141,0,0,0,1,True
046,Clover_is_palindrome_no_hints.dfy,False,True,345,0,0,0,1,False
047,Clover_linear_search1_no_hints.dfy,False,True,247,0,0,0,1,False
048,Clover_linear_search2_no_hints.dfy,True,True,275,0,0,0,1,False
049,Clover_linear_search3_no_hints.dfy,True,True,293,0,0,0,1,False
050,Clover_longest_prefix_no_hints.dfy,False,True,490,0,0,0,1,False
051,Clover_match_no_hints.dfy,True,True,289,0,0,0,1,False
052,Clover_max_array_no_hints.dfy,True,True,320,0,0,0,1,False
053,Clover_min_array_no_hints.dfy,True,True,280,0,0,0,1,False
054,Clover_min_of_two_no_hints.dfy,False,True,150,0,0,0,1,True
055,Clover_modify_2d_array_no_hints.dfy,True,True,570,0,0,0,1,True
056,Clover_multi_return_no_hints.dfy,False,True,152,0,0,0,1,True
057,Clover_online_max_no_hints.dfy,True,True,591,0,0,0,1,False
058,Clover_only_once_no_hints.dfy,False,True,342,0,0,0,1,False
059,Clover_quotient_no_hints.dfy,True,True,187,0,0,0,1,False
060,Clover_remove_front_no_hints.dfy,True,True,214,0,0,0,1,False
061,Clover_replace_no_hints.dfy,False,True,334,0,0,0,1,False
062,Clover_return_seven_no_hints.dfy,False,True,75,0,0,0,1,True
063,Clover_reverse_no_hints.dfy,False,True,238,0,0,0,1,False
064,Clover_rotate_no_hints.dfy,True,True,298,0,0,0,1,False
065,Clover_selectionsort_no_hints.dfy,False,True,401,0,0,0,1,False
066,Clover_seq_to_array_no_hints.dfy,True,True,213,0,0,0,1,True
067,Clover_set_to_seq_no_hints.dfy,False,True,225,0,0,0,1,False
068,Clover_slope_search_no_hints.dfy,True,True,495,0,0,0,1,False
069,Clover_swap_arith_no_hints.dfy,False,True,157,0,0,0,1,True
070,Clover_swap_bitvector_no_hints.dfy,False,True,156,0,0,0,1,True
071,Clover_swap_in_array_no_hints.dfy,True,True,321,0,0,0,1,True
072,Clover_swap_no_hints.dfy,False,True,142,0,0,0,1,True
073,Clover_swap_sim_no_hints.dfy,False,True,130,0,0,0,1,True
074,Clover_test_array_no_hints.dfy,True,True,198,0,0,0,1,True
075,Clover_triple2_no_hints.dfy,False,True,182,0,0,0,1,True
076,Clover_triple3_no_hints.dfy,False,True,126,0,0,0,1,True
077,Clover_triple4_no_hints.dfy,False,True,86,0,0,0,1,True
078,Clover_triple_no_hints.dfy,False,True,70,0,0,0,1,True
079,Clover_two_sum_no_hints.dfy,True,True,624,0,0,0,1,False
080,Clover_update_array_no_hints.dfy,True,True,244,0,0,0,1,True
081,Clover_update_map_no_hints.dfy,False,True,429,0,0,0,1,True
082,Correctness_tmp_tmpwqvg5q_4_HoareLogic_exam_no_hints.dfy,True,True,1512,0,4,1,2,False
083,Correctness_tmp_tmpwqvg5q_4_MethodCalls_q1_no_hints.dfy,True,True,1407,0,4,1,1,False
084,Correctness_tmp_tmpwqvg5q_4_Sorting_Tangent_no_hints.dfy,True,True,2553,0,0,0,2,False
085,Dafny-Exercises_tmp_tmpjm75muf__Session10Exercises_ExerciseBarrier_no_hints.dfy,True,True,973,0,0,0,6,False
086,Dafny-Exercises_tmp_tmpjm75muf__Session2Exercises_ExerciseExp_no_hints.dfy,True,True,517,0,2,1,0,False
087,Dafny-Exercises_tmp_tmpjm75muf__Session2Exercises_ExerciseFibonacci_no_hints.dfy,False,True,748,0,0,1,3,False
088,Dafny-Exercises_tmp_tmpjm75muf__Session2Exercises_ExercisePositive_no_hints.dfy,False,True,1049,0,0,0,4,False
089,Dafny-Exercises_tmp_tmpjm75muf__Session2Exercises_ExerciseSquare_root_no_hints.dfy,True,True,606,0,0,0,3,False
090,Dafny-Exercises_tmp_tmpjm75muf__Session3Exercises_ExerciseMaximum_no_hints.dfy,True,True,1651,0,0,0,6,False
091,Dafny-Exercises_tmp_tmpjm75muf__Session4Exercises_ExerciseAllEqual_no_hints.dfy,True,True,2005,0,3,0,5,False
092,Dafny-Exercises_tmp_tmpjm75muf__Session4Exercises_ExerciseContained_no_hints.dfy,True,True,714,0,0,0,1,False
093,Dafny-Exercises_tmp_tmpjm75muf__Session4Exercises_ExerciseFirstNegative_no_hints.dfy,False,True,606,0,0,0,2,False
094,Dafny-Exercises_tmp_tmpjm75muf__Session4Exercises_ExercisefirstZero_no_hints.dfy,False,True,200,0,0,0,1,False
095,Dafny-Exercises_tmp_tmpjm75muf__Session5Exercises_ExerciseSumElems_no_hints.dfy,True,True,3343,0,7,3,2,False
096,Dafny-Exercises_tmp_tmpjm75muf__Session6Exercises_ExerciseCountEven_no_hints.dfy,True,True,909,0,1,1,1,False
097,Dafny-Exercises_tmp_tmpjm75muf__Session6Exercises_ExerciseCountMin_no_hints.dfy,True,True,796,0,0,2,1,False
098,Dafny-Exercises_tmp_tmpjm75muf__Session6Exercises_ExercisePeekSum_no_hints.dfy,True,True,617,0,0,1,1,False
099,Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseBinarySearch_no_hints.dfy,True,True,1994,0,0,1,4,False
100,Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseBubbleSort_no_hints.dfy,True,True,1229,0,0,0,2,False
101,Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseReplace_no_hints.dfy,False,True,317,0,0,0,1,False
102,Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseSelSort_no_hints.dfy,True,True,673,0,0,0,1,False
103,Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseSeparate_no_hints.dfy,True,True,890,0,0,0,1,False
104,Dafny-Exercises_tmp_tmpjm75muf__Session8Exercises_ExerciseInsertionSort_no_hints.dfy,True,True,584,0,0,0,1,False
105,Dafny-Exercises_tmp_tmpjm75muf__Session9Exercises_ExerciseSeqMaxSum_no_hints.dfy,True,True,1309,0,0,2,2,False
106,Dafny-Grind75_tmp_tmpsxfz3i4r_problems_twoSum_no_hints.dfy,True,True,1279,0,0,1,1,False
107,Dafny-Practice_tmp_tmphnmt4ovh_BST_no_hints.dfy,True,True,3630,0,9,3,4,False
108,Dafny-Practice_tmp_tmphnmt4ovh_Pattern Matching_no_hints.dfy,True,True,5273,0,6,2,1,False
109,Dafny-Projects_tmp_tmph399drhy_p2_arraySplit_no_hints.dfy,False,True,758,0,0,0,1,False
110,Dafny-VMC_tmp_tmpzgqv0i1u_src_Math_Exponential_no_hints.dfy,True,True,943,0,5,1,0,False
111,Dafny-VMC_tmp_tmpzgqv0i1u_src_Math_Helper_no_hints.dfy,True,True,4344,0,20,3,0,False
112,Dafny-demo_tmp_tmpkgr_dvdi_Dafny_BinarySearch_no_hints.dfy,True,True,689,0,0,0,1,False
113,Dafny-experiences_tmp_tmp150sm9qy_dafny_started_tutorial_dafny_tutorial_array_no_hints.dfy,True,True,442,0,0,0,2,False
114,Dafny-programs_tmp_tmpnso9eu7u_Algorithms + sorting_bubble-sort_no_hints.dfy,False,True,1478,0,0,0,2,False
115,DafnyExercises_tmp_tmpd6qyevja_Part1_Q1_no_hints.dfy,True,True,353,0,0,0,1,False
116,DafnyExercises_tmp_tmpd6qyevja_QuickExercises_testing2_no_hints.dfy,True,True,12576,0,10,10,22,True
117,DafnyPrograms_tmp_tmp74_f9k_c_automaton_no_hints.dfy,True,True,4493,0,0,2,3,False
118,DafnyPrograms_tmp_tmp74_f9k_c_invertarray_no_hints.dfy,False,True,658,0,0,0,1,False
119,DafnyPrograms_tmp_tmp74_f9k_c_map-multiset-implementation_no_hints.dfy,True,True,6907,0,2,3,14,False
120,DafnyPrograms_tmp_tmp74_f9k_c_prime-database_no_hints.dfy,True,True,2826,0,0,0,6,False
121,DafnyProjects_tmp_tmp2acw_s4s_CombNK_no_hints.dfy,True,True,990,0,1,1,3,False
122,DafnyProjects_tmp_tmp2acw_s4s_Graph_no_hints.dfy,True,True,2441,0,0,1,5,True
123,DafnyProjects_tmp_tmp2acw_s4s_Power_no_hints.dfy,False,True,1520,0,4,2,3,True
124,DafnyProjects_tmp_tmp2acw_s4s_RawSort_no_hints.dfy,True,True,2166,0,1,1,2,False
125,DafnyProjects_tmp_tmp2acw_s4s_findMax_no_hints.dfy,True,True,1047,0,0,0,2,False
126,DafnyProjects_tmp_tmp2acw_s4s_longestPrefix_no_hints.dfy,False,True,615,0,0,0,3,False
127,DafnyProjects_tmp_tmp2acw_s4s_partitionOddEven_no_hints.dfy,False,True,791,0,0,0,2,False
128,DafnyProjects_tmp_tmp2acw_s4s_sqrt_no_hints.dfy,True,True,461,0,2,0,2,False
129,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_A2_Q1_trimmed copy - 副本_no_hints.dfy,True,True,2901,0,0,1,6,False
130,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_MaxSum_no_hints.dfy,False,True,360,0,0,0,2,True
131,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_Week4__LinearSearch_no_hints.dfy,False,True,799,0,0,0,3,False
132,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_week4_tute_ex4_no_hints.dfy,True,True,2141,0,0,0,4,False
133,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_week5_ComputePower_no_hints.dfy,False,True,321,0,0,1,2,False
134,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_a3 copy 2_no_hints.dfy,True,True,6271,0,0,0,8,False
135,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_a3_search_findPositionOfIndex_no_hints.dfy,True,True,1396,0,0,0,2,False
136,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week10_BoundedQueue_01_no_hints.dfy,True,True,1491,0,0,0,2,False
137,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week10_ExtensibleArray_no_hints.dfy,True,True,2805,0,0,1,2,False
138,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week8_CheckSumCalculator_no_hints.dfy,True,True,2235,0,0,4,2,False
139,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week8_CoffeeMaker2_no_hints.dfy,True,True,2416,0,0,2,7,True
140,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week9_lemma_no_hints.dfy,True,True,1163,0,2,0,2,True
141,Dafny_ProgrammingLanguages_tmp_tmp82_e0kji_ExtraCredit_no_hints.dfy,False,True,969,0,0,3,2,True
142,Dafny_Programs_tmp_tmp99966ew4_binary_search_no_hints.dfy,True,True,747,0,0,0,1,False
143,Dafny_Programs_tmp_tmp99966ew4_lemma_no_hints.dfy,True,True,864,0,1,0,1,False
144,Dafny_Programs_tmp_tmp99966ew4_mymax_no_hints.dfy,False,True,189,0,0,0,2,True
145,Dafny_Programs_tmp_tmp99966ew4_trig_no_hints.dfy,True,True,131,0,0,0,1,False
146,Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples_no_hints.dfy,True,True,10491,0,0,1,24,False
147,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower_no_hints.dfy,True,True,256,0,0,1,1,False
148,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix_no_hints.dfy,True,True,431,0,0,0,1,False
149,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube_no_hints.dfy,False,True,219,0,0,0,1,False
150,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray_no_hints.dfy,True,True,283,0,0,0,1,False
151,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix_no_hints.dfy,False,True,358,0,0,0,1,False
152,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_RotateRight_no_hints.dfy,True,True,280,0,0,0,1,False
153,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_28_no_hints.dfy,True,True,276,0,0,0,1,False
154,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_37_no_hints.dfy,True,True,244,0,0,0,1,False
155,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_38_no_hints.dfy,True,True,309,0,0,0,1,False
156,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_41_no_hints.dfy,True,True,231,0,0,0,1,False
157,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_BinarySearch_no_hints.dfy,True,True,487,0,0,0,1,False
158,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_SumArray_no_hints.dfy,True,True,415,0,0,1,1,False
159,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_error_data_completion_06_n_no_hints.dfy,False,True,382,0,0,0,1,True
160,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_error_data_completion_07_no_hints.dfy,True,True,357,0,0,0,1,False
161,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_error_data_completion_11_no_hints.dfy,True,True,176,0,0,0,1,False
162,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_normal_data_completion_MaxPerdV2_no_hints.dfy,True,True,637,0,0,3,1,False
163,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_15_no_hints.dfy,True,True,222,0,0,0,1,False
164,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_ComputePower_no_hints.dfy,False,True,248,0,0,1,1,False
165,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_Count_no_hints.dfy,True,True,579,0,0,2,1,False
166,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_LinearSearch_no_hints.dfy,False,True,306,0,0,0,1,False
167,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_Minimum_no_hints.dfy,True,True,280,0,0,0,1,False
168,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_Mult_no_hints.dfy,True,True,170,0,0,0,1,False
169,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_rand_no_hints.dfy,True,True,199,0,0,0,1,False
170,Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Function_no_hints.dfy,False,True,405,0,0,1,3,True
171,Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints.dfy,True,True,790,0,0,2,6,True
172,Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Index_no_hints.dfy,True,True,1026,0,0,0,7,True
173,Dafny_Verify_tmp_tmphq7j0row_Test_Cases_LoopInvariant_no_hints.dfy,True,True,800,0,0,0,6,False
174,Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints.dfy,True,True,621,0,0,0,5,True
175,Dafny_Verify_tmp_tmphq7j0row_Test_Cases_solved_1_select_no_hints.dfy,False,True,440,0,0,0,1,False
176,Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_01_no_hints.dfy,False,True,242,0,0,0,1,True
177,Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_06_n_no_hints.dfy,False,True,1804,0,0,0,1,True
178,Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_07_no_hints.dfy,True,True,1012,0,0,0,1,False
179,Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_11_no_hints.dfy,True,True,790,0,0,0,1,False
180,Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_15_no_hints.dfy,True,True,585,0,0,0,1,False
181,Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_23_x_no_hints.dfy,True,False,382,0,0,0,1,True
182,Dafny_Verify_tmp_tmphq7j0row_dataset_bql_exampls_Min_no_hints.dfy,True,True,329,0,0,0,1,False
183,Dafny_Verify_tmp_tmphq7j0row_dataset_bql_exampls_SmallNum_no_hints.dfy,True,True,296,0,0,0,1,False
184,Dafny_Verify_tmp_tmphq7j0row_dataset_bql_exampls_Square_no_hints.dfy,True,True,199,0,0,0,1,False
185,Dafny_Verify_tmp_tmphq7j0row_dataset_detailed_examples_SelectionSort_no_hints.dfy,False,True,1422,0,0,0,1,False
186,Dafny_Verify_tmp_tmphq7j0row_dataset_error_data_real_error_IsEven_success_1_no_hints.dfy,True,True,263,0,0,1,1,False
187,Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 1_LinearSearch_no_hints.dfy,True,True,2038,0,0,6,2,False
188,Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 2_BinarySearchDec_no_hints.dfy,True,True,1826,0,0,0,3,False
189,Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 3_InsertionSortMultiset_no_hints.dfy,True,True,1883,0,0,0,2,False
190,Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 3_SelectionSortMultiset_no_hints.dfy,True,True,2025,0,0,0,4,False
191,Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 8_H8_no_hints.dfy,True,True,1833,0,0,0,2,False
192,Dafny_tmp_tmp0wu8wmfr_tests_F1a_no_hints.dfy,True,True,354,0,0,0,3,True
193,Dafny_tmp_tmp0wu8wmfr_tests_InsertionSortSeq_no_hints.dfy,False,True,519,0,0,0,1,False
194,Dafny_tmp_tmp0wu8wmfr_tests_Search1000_no_hints.dfy,True,True,2594,0,0,2,5,False
195,Dafny_tmp_tmp0wu8wmfr_tests_SumIntsLoop_no_hints.dfy,True,True,408,0,0,1,2,False
196,Dafny_tmp_tmpj88zq5zt_2-Kontrakte_max_no_hints.dfy,True,True,427,0,0,0,2,True
197,Dafny_tmp_tmpj88zq5zt_2-Kontrakte_reverse3_no_hints.dfy,True,True,676,0,0,0,2,True
198,Dafny_tmp_tmpmvs2dmry_SlowMax_no_hints.dfy,False,True,310,0,0,1,1,False
199,Dafny_tmp_tmpmvs2dmry_examples1_no_hints.dfy,True,True,684,0,0,1,4,False
200,Dafny_tmp_tmpmvs2dmry_examples2_no_hints.dfy,True,True,2288,0,0,2,5,False
201,Dafny_tmp_tmpmvs2dmry_pancakesort_findmax_no_hints.dfy,True,True,473,0,0,0,1,False
202,Dafny_tmp_tmpmvs2dmry_pancakesort_flip_no_hints.dfy,True,True,529,0,0,0,1,False
203,Dafny_tmp_tmpv_d3qi10_2_min_no_hints.dfy,True,True,1105,0,0,2,3,False
204,Dafny_tmp_tmpv_d3qi10_3_cumsum_no_hints.dfy,True,True,630,0,0,1,1,False
205,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab10_Lab10_no_hints.dfy,True,True,12346,0,0,0,35,False
206,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab1_Lab1_no_hints.dfy,True,True,3867,0,2,7,0,False
207,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab2_Lab2_no_hints.dfy,True,True,10174,0,12,9,0,False
208,FMSE-2022-2023_tmp_tmp6_x_ba46_Lab3_Lab3_no_hints.dfy,False,True,4251,0,8,9,0,True
209,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Exercise3_Increment_Array_no_hints.dfy,True,True,232,0,0,0,1,False
210,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Exercise4_Find_Max_no_hints.dfy,True,True,495,0,0,0,1,False
211,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Exercise6_Binary_Search_no_hints.dfy,True,True,643,0,0,0,1,False
212,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Insertion_Sort_Normal_no_hints.dfy,True,True,651,0,0,0,2,False
213,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Insertion_Sorted_Standard_no_hints.dfy,True,True,659,0,0,0,1,False
214,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Merge_Sort_no_hints.dfy,True,False,1362,0,0,0,3,False
215,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Quick_Sort_no_hints.dfy,True,True,1329,0,2,0,2,False
216,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Selection_Sort_Standard_no_hints.dfy,False,True,454,0,0,0,1,False
217,Final-Project-Dafny_tmp_tmpmcywuqox_Final_Project_3_no_hints.dfy,False,True,181,0,0,0,2,False
218,FlexWeek_tmp_tmpc_tfdj_3_ex2_no_hints.dfy,False,True,660,0,0,1,2,False
219,FlexWeek_tmp_tmpc_tfdj_3_ex3_no_hints.dfy,False,True,794,0,0,1,2,False
220,FlexWeek_tmp_tmpc_tfdj_3_ex4_no_hints.dfy,False,True,1806,0,0,0,2,False
221,FlexWeek_tmp_tmpc_tfdj_3_reverse_no_hints.dfy,True,True,1467,0,0,1,6,False
222,Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints.dfy,True,False,835,0,0,0,2,True
223,Formal-Methods-Project_tmp_tmphh2ar2xv_Factorial_no_hints.dfy,True,False,217,0,0,0,2,False
224,Formal-Verification-Project_tmp_tmp9gmwsmyp_strings3_no_hints.dfy,True,True,4937,0,6,0,4,False
225,Formal-Verification_tmp_tmpuyt21wjt_Dafny_strings1_no_hints.dfy,False,True,2108,0,0,0,4,False
226,Formal-Verification_tmp_tmpuyt21wjt_Dafny_strings3_no_hints.dfy,True,True,3205,0,5,0,4,False
227,Formal-methods-of-software-development_tmp_tmppryvbyty_Bloque 1_Lab3_no_hints.dfy,True,True,1703,0,1,2,7,False
228,Formal-methods-of-software-development_tmp_tmppryvbyty_Bloque 2_Lab6_no_hints.dfy,True,True,7870,0,10,4,4,False
229,Formal-methods-of-software-development_tmp_tmppryvbyty_Examenes_Beni_Heusel-Benedikt-Ass-1_no_hints.dfy,True,True,6424,0,17,2,0,False
230,FormalMethods_tmp_tmpvda2r3_o_dafny_Invariants_ex1_no_hints.dfy,False,True,643,0,0,0,1,False
231,FormalMethods_tmp_tmpvda2r3_o_dafny_Invariants_ex2_no_hints.dfy,False,True,557,0,0,1,1,False
232,Formal_Verification_With_Dafny_tmp_tmp5j79rq48_Counter_no_hints.dfy,True,True,630,0,0,0,4,True
233,Formal_Verification_With_Dafny_tmp_tmp5j79rq48_LimitedStack_no_hints.dfy,True,True,3939,0,0,0,8,False
234,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Binary Search_binary_search_no_hints.dfy,True,True,1516,0,0,0,1,False
235,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Largest Sum_largest_sum_no_hints.dfy,True,True,1145,0,0,2,1,False
236,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Sort Array_sort_array_no_hints.dfy,True,True,1341,0,0,0,1,False
237,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Two Sum_two_sum_no_hints.dfy,True,True,629,0,0,0,1,False
238,Invoker_tmp_tmpypx0gs8x_dafny_abstract-interpreter_SimpleVerifier_no_hints.dfy,True,True,6902,0,4,10,0,False
239,M2_tmp_tmp2laaavvl_Software Verification_Exercices_Exo4-CountAndReturn_no_hints.dfy,True,True,170,0,0,0,1,False
240,M2_tmp_tmp2laaavvl_Software Verification_Exercices_Exo7-ComputeSum_no_hints.dfy,False,True,236,0,0,1,1,False
241,M2_tmp_tmp2laaavvl_Software Verification_Exercices_Exo9-Carre_no_hints.dfy,False,True,149,0,0,0,1,False
242,MFDS_tmp_tmpvvr5y1t9_Assignments_Ass-1-2020-21-Sol-eGela_no_hints.dfy,True,True,2870,0,12,1,0,False
243,MFES_2021_tmp_tmpuljn8zd9_Exams_Special_Exam_03_2020_4_CatalanNumbers_no_hints.dfy,False,True,310,0,0,1,1,False
244,MFES_2021_tmp_tmpuljn8zd9_FCUL_Exercises_10_find_no_hints.dfy,True,True,277,0,0,0,1,False
